1,DD211030033B,1578002404067892,-67
1,DD211030033B,1578002453834228,-67
1,DD211030034B,1578002472990633,-69
1,DD211030034B,1578002480559955,-67
1,DD211030034B,1578002506684892,-65
1,DD211030034B,1578002515300833,-65
1,DD211030037B,1578002577557378,-65
1,DD211030027B,1578002591576717,-65
1,DD211030027B,1578002617313760,-67
1,DD211030008B,1578002617696072,-65
1,DD211030015B,1578002632147265,-66
1,DD211030028B,1578002660885381,-68
1,DD211030019B,1578002677106249,-68
1,DD211030019B,1578002699621414,-65
1,DD211030023B,1578002700590664,-67
1,DD211030017B,1578002714843554,-66
1,DD211030012B,1578002741706167,-65
1,DD211030010B,1578002792229692,-64
1,DD211030029B,1578002811056129,-62
1,DD211030002B,1578002833608375,-61
1,DD211030016B,1578002847799184,-66
1,DD211030016B,1578002870334601,-66
1,DD211030003B,1578002875235197,-71
1,DD211030035B,1578002892041950,-67
1,DD211030035B,1578002898334659,-67
1,DD211030035B,1578002908268803,-69
1,DD211030005B,1578002917332024,-68
1,DD211030001B,1578002931842542,-69
1,DD211030001B,1578002944218112,-67
1,DD211030001B,1578002976836271,-69
1,DD211030025B,1578002983686625,-64
1,DD211030011B,1578002993638323,-69
1,DD211030011B,1578003006676927,-71
1,DD211030011B,1578003032769027,-68
1,DD211030006B,1578003034163629,-68
1,DD211030038B,1578003053077663,-67
1,DD211030032B,1578003087835085,-70
1,DD211030033B,1578003104433026,-69
1,DD211030033B,1578003139089898,-70
1,DD211030030B,1578003145478027,-65
1,DD211030034B,1578003159019909,-69
1,DD211030034B,1578003182397608,-69
1,DD211030037B,1578003184134622,-67
1,DD211030027B,1578003235113011,-68
1,DD211030008B,1578003238423986,-67
1,DD211030015B,1578003252356818,-66
1,DD211030015B,1578003264137106,-65
1,DD211030028B,1578003292925765,-65
1,DD211030019B,1578003332739654,-66
1,DD211030023B,1578003333959878,-69
1,DD211030017B,1578003360274349,-69
1,DD211030012B,1578003378433994,-69
1,DD211030036B,1578003394293388,-66
1,DD211030036B,1578003413770231,-69
1,DD211030036B,1578003425613756,-67
1,DD211030010B,1578003426554861,-66
1,DD211030029B,1578003485667608,-67
1,DD211030002B,1578003490628458,-63
1,DD211030016B,1578003548368833,-63
1,DD211030003B,1578003551742707,-65
1,DD211030035B,1578003565526273,-69
1,DD211030005B,1578003594652932,-65
1,DD211030001B,1578003608256198,-66
1,DD211030025B,1578003688636092,-66
1,DD211030011B,1578003703219383,-70
1,DD211030011B,1578003714631591,-66
1,DD211030006B,1578003727276805,-68
1,DD211030038B,1578003742351882,-69
1,DD211030032B,1578003776297479,-65
1,DD211030033B,1578003790823168,-68
1,DD211030033B,1578003798152586,-69
1,DD211030030B,1578003813886361,-65
1,DD211030034B,1578003827028908,-65
1,DD211030037B,1578003859005487,-68
1,DD211030027B,1578003876606899,-67
1,DD211030027B,1578003902345741,-68
1,DD211030008B,1578003902519984,-70
1,DD211030015B,1578003917170303,-65
1,DD211030019B,1578003959407811,-65
1,DD211030019B,1578003971933744,-67
1,DD211030019B,1578003989330498,-65
1,DD211030023B,1578003993965040,-65
1,DD211030017B,1578004059132477,-64
1,DD211030012B,1578004074906719,-65
1,DD211030036B,1578004102117293,-67
1,DD211030010B,1578004121191591,-66
1,DD211030029B,1578004150800394,-68
1,DD211030002B,1578004171830831,-64
1,DD211030016B,1578004189083847,-66
1,DD211030016B,1578004207313406,-65
1,DD211030003B,1578004209194119,-69
1,DD211030035B,1578004225180671,-68
1,DD211030005B,1578004253060083,-68
1,DD211030001B,1578004284827358,-66
1,DD211030025B,1578004296103899,-64
1,DD211030011B,1578004335040114,-70
1,DD211030006B,1578004346433250,-70
1,DD211030038B,1578004365073271,-69
1,DD211030038B,1578004382173954,-69
1,DD211030032B,1578004388543185,-68
1,DD211030033B,1578004395145812,-65
1,DD211030030B,1578004440392110,-68
1,DD211030034B,1578004453844309,-68
1,DD211030037B,1578004507249900,-67
1,DD211030008B,1578004562367527,-66
1,DD211030015B,1578004575637584,-65
1,DD211030015B,1578004594163176,-70
1,DD211030015B,1578004610039989,-68
1,DD211030028B,1578004620591362,-68
1,DD211030019B,1578004652028657,-68
1,DD211030019B,1578004659665157,-65
1,DD211030023B,1578004660465495,-68
1,DD211030017B,1578004674506605,-68
1,DD211030017B,1578004738895400,-65
1,DD211030012B,1578004742446055,-70
1,DD211030036B,1578004756669063,-69
1,DD211030036B,1578004764638919,-68
1,DD211030036B,1578004779114474,-71
1,DD211030036B,1578004789419327,-70
1,DD211030010B,1578004797142260,-66
1,DD211030029B,1578004844367001,-68
1,DD211030016B,1578004886186356,-66
1,DD211030003B,1578004887019317,-69
1,DD211030035B,1578004904672638,-69
1,DD211030005B,1578004939059943,-68
1,DD211030001B,1578004956651543,-65
1,DD211030001B,1578004970165038,-69
1,DD211030001B,1578004976978742,-68
1,DD211030025B,1578004979692308,-67
1,DD211030011B,1578004994819909,-68
1,DD211030011B,1578005011539795,-69
1,DD211030006B,1578005036027788,-68
1,DD211030038B,1578005048466842,-67
1,DD211030038B,1578005061177286,-70
1,DD211030032B,1578005074414441,-69
1,DD211030033B,1578005081446791,-67
1,DD211030030B,1578005123808772,-64
1,DD211030034B,1578005149701854,-67
1,DD211030037B,1578005189387724,-66
1,DD211030027B,1578005207619320,-66
1,DD211030027B,1578005243749652,-67
1,DD211030008B,1578005244872300,-69
1,DD211030015B,1578005264016211,-69
1,DD211030015B,1578005274688803,-69
1,DD211030028B,1578005300232130,-68
1,DD211030019B,1578005318486917,-67
1,DD211030019B,1578005336730129,-68
1,DD211030023B,1578005341211616,-68
1,DD211030017B,1578005359517461,-65
1,DD211030017B,1578005388602710,-66
1,DD211030017B,1578005407932899,-66
1,DD211030012B,1578005411845036,-70
1,DD211030036B,1578005475118128,-70
1,DD211030010B,1578005475277343,-67
1,DD211030029B,1578005491712697,-65
1,DD211030002B,1578005522514593,-64
1,DD211030016B,1578005538768127,-66
1,DD211030016B,1578005568630288,-67
1,DD211030003B,1578005571198719,-67
1,DD211030035B,1578005620384416,-71
1,DD211030035B,1578005646100720,-71
1,DD211030001B,1578005690624062,-68
1,DD211030025B,1578005743487153,-67
1,DD211030011B,1578005756541395,-64
1,DD211030006B,1578005788067310,-66
1,DD211030032B,1578005826343380,-66
1,DD211030033B,1578005840971810,-68
1,DD211030030B,1578005899395428,-69
1,DD211030034B,1578005911849449,-66
1,DD211030034B,1578005923245850,-68
1,DD211030037B,1578005934191629,-68
1,DD211030027B,1578005976215317,-67
1,DD211030008B,1578005989187237,-65
