1,DD211030029B,1575518416741766,-66
1,DD211030033B,1575518416754928,-68
1,DD211030024B,1575518437228980,-68
1,DD211030026B,1575518459123544,-73
1,DD211030037B,1575518481231516,-66
1,DD211030008B,1575518522844291,-68
1,DD211030015B,1575518546174244,-65
1,DD211030028B,1575518572815276,-68
1,DD211030017B,1575518597033428,-69
1,DD211030012B,1575518623338497,-68
1,DD211030034B,1575518645884458,-68
1,DD211030036B,1575518667525703,-64
1,DD211030016B,1575518689545418,-67
1,DD211030030B,1575518709076196,-68
1,DD211030030B,1575518727054586,-68
1,DD211030031B,1575518731162748,-68
1,DD211030031B,1575518743267003,-69
1,DD211030003B,1575518750498269,-69
1,DD211030035B,1575518772848848,-70
1,DD211030032B,1575518793612628,-65
1,DD211030010B,1575518816119803,-68
1,DD211030007B,1575518837526479,-68
1,DD211030005B,1575518860411597,-68
1,DD211030038B,1575518880892303,-64
1,DD211030001B,1575518901981871,-69
1,DD211030025B,1575518926036005,-65
1,DD211030025B,1575518945428061,-63
1,DD211030011B,1575518948426171,-69
1,DD211030006B,1575518992903943,-69
1,DD211030006B,1575519010928569,-68
1,DD211030033B,1575519013488488,-68
1,DD211030029B,1575519034554433,-66
1,DD211030024B,1575519057115656,-66
1,DD211030026B,1575519077055364,-71
1,DD211030037B,1575519101714821,-68
1,DD211030037B,1575519112732445,-67
1,DD211030008B,1575519165140308,-65
1,DD211030015B,1575519186872086,-69
1,DD211030028B,1575519208021384,-64
1,DD211030017B,1575519229595219,-68
1,DD211030012B,1575519268261695,-68
1,DD211030034B,1575519289951592,-66
1,DD211030036B,1575519311856071,-65
1,DD211030016B,1575519334896246,-64
1,DD211030030B,1575519354152524,-64
1,DD211030031B,1575519378507636,-68
1,DD211030003B,1575519398317416,-68
1,DD211030003B,1575519417162001,-67
1,DD211030035B,1575519422691367,-65
1,DD211030032B,1575519442680445,-65
1,DD211030010B,1575519462921105,-67
1,DD211030007B,1575519484354824,-66
1,DD211030005B,1575519505667906,-66
1,DD211030038B,1575519526175577,-68
1,DD211030001B,1575519548373380,-64
1,DD211030025B,1575519570093206,-67
1,DD211030025B,1575519589210061,-65
1,DD211030011B,1575519591961394,-64
1,DD211030006B,1575519612633975,-69
1,DD211030033B,1575519637994511,-67
1,DD211030029B,1575519655688252,-65
1,DD211030024B,1575519677415980,-67
1,DD211030024B,1575519694808370,-67
1,DD211030026B,1575519718027508,-70
1,DD211030037B,1575519739806096,-66
1,DD211030037B,1575519752498781,-64
1,DD211030008B,1575519775992457,-66
1,DD211030015B,1575519796984803,-66
1,DD211030028B,1575519830174162,-68
1,DD211030017B,1575519853086395,-64
1,DD211030012B,1575519899296128,-68
1,DD211030034B,1575519920998464,-69
1,DD211030034B,1575519934553028,-69
1,DD211030036B,1575519953483849,-68
1,DD211030016B,1575519978403250,-67
1,DD211030030B,1575520002303579,-67
1,DD211030030B,1575520022035385,-66
1,DD211030031B,1575520024686321,-68
1,DD211030003B,1575520044996761,-70
1,DD211030035B,1575520069179498,-68
1,DD211030032B,1575520093806015,-68
1,DD211030010B,1575520115699389,-64
1,DD211030007B,1575520159967998,-63
1,DD211030007B,1575520171058558,-68
1,DD211030005B,1575520185073672,-67
1,DD211030038B,1575520238872897,-68
1,DD211030001B,1575520261463849,-65
1,DD211030025B,1575520286229087,-64
1,DD211030011B,1575520308833932,-70
1,DD211030006B,1575520330086394,-64
1,DD211030033B,1575520351955557,-68
1,DD211030029B,1575520375741820,-65
1,DD211030024B,1575520397483306,-65
1,DD211030026B,1575520422652073,-70
1,DD211030037B,1575520445541196,-65
1,DD211030008B,1575520467762960,-67
1,DD211030015B,1575520493026796,-70
1,DD211030028B,1575520519482777,-67
1,DD211030017B,1575520542767003,-66
1,DD211030012B,1575520569253545,-66
1,DD211030034B,1575520590794930,-66
1,DD211030034B,1575520609978524,-68
1,DD211030036B,1575520613319595,-69
1,DD211030016B,1575520634935670,-66
1,DD211030030B,1575520658801638,-67
1,DD211030031B,1575520681223364,-63
1,DD211030003B,1575520702936457,-69
1,DD211030035B,1575520725206782,-67
1,DD211030032B,1575520747589868,-69
1,DD211030010B,1575520771840919,-68
1,DD211030007B,1575520791767394,-62
1,DD211030005B,1575520813937997,-66
1,DD211030038B,1575520836326023,-64
1,DD211030001B,1575520856034165,-66
1,DD211030025B,1575520882636309,-66
1,DD211030011B,1575520905897141,-66
1,DD211030006B,1575520932060075,-68
1,DD211030033B,1575520955031221,-66
1,DD211030029B,1575520975304959,-67
1,DD211030024B,1575520997019696,-69
1,DD211030026B,1575521021575311,-70
1,DD211030026B,1575521041256002,-70
1,DD211030037B,1575521044018852,-64
1,DD211030008B,1575521064089429,-69
1,DD211030015B,1575521086517232,-68
1,DD211030028B,1575521110643006,-64
1,DD211030017B,1575521134481566,-64
1,DD211030012B,1575521151510851,-68
1,DD211030034B,1575521174466335,-64
1,DD211030036B,1575521196802362,-68
1,DD211030036B,1575521206014650,-65
1,DD211030016B,1575521217683258,-62
1,DD211030030B,1575521240483618,-66
1,DD211030031B,1575521262934488,-68
1,DD211030003B,1575521286697353,-63
1,DD211030035B,1575521312180945,-69
1,DD211030032B,1575521330519079,-68
1,DD211030032B,1575521349829997,-67
1,DD211030010B,1575521352646425,-65
1,DD211030007B,1575521381689974,-65
1,DD211030005B,1575521403045919,-70
1,DD211030038B,1575521423618631,-68
1,DD211030001B,1575521445954922,-68
1,DD211030025B,1575521467292435,-67
1,DD211030011B,1575521488751338,-69
1,DD211030006B,1575521510731192,-68
1,DD211030033B,1575521532984548,-66
1,DD211030029B,1575521555234982,-65
1,DD211030024B,1575521577158412,-65
1,DD211030026B,1575521609857834,-72
1,DD211030037B,1575521631615193,-68
1,DD211030008B,1575521652471985,-65
1,DD211030015B,1575521674800233,-64
1,DD211030028B,1575521699276433,-65
1,DD211030017B,1575521719866124,-66
1,DD211030012B,1575521742126208,-65
1,DD211030034B,1575521762512727,-67
1,DD211030036B,1575521784450419,-65
1,DD211030016B,1575521806206257,-67
1,DD211030016B,1575521819509244,-66
1,DD211030030B,1575521827940736,-65
1,DD211030031B,1575521848269499,-68
1,DD211030003B,1575521873023041,-68
1,DD211030003B,1575521882202533,-69
1,DD211030003B,1575521891109788,-67
1,DD211030035B,1575521893802952,-65
1,DD211030032B,1575521915745833,-70
1,DD211030010B,1575521940824138,-65
1,DD211030007B,1575521959518253,-69
1,DD211030007B,1575521974847491,-70
1,DD211030005B,1575521981597936,-67
